State Abv,All Centers,Hospital Name,All Centers Hospital Name,Address,,lat/long
 VA, VAFH-TX1,Inova Fairfax Hospital, VAFH-TX1 Inova Fairfax Hospital,"3300 Gallows Rd, Falls Church, VA 22042",http://www.inova.org/ifh,"38.8574108,-77.22849480984827"
 VA, VAHD-TX1,Henrico Doctors' Hospital, VAHD-TX1 Henrico Doctors' Hospital,"1602 Skipwith Rd, Richmond, VA 23229",https://henricodoctors.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,"37.603302049999996,-77.54148077846145"
 VA, VAMC-TX1,"VCU Health System Authority, VCUMC"," VAMC-TX1 VCU Health System Authority, VCUMC","57 N 11th St, Richmond, VA 23298",http://www.vcuhealth.org/,"37.9320248608679,-122.35912076787602"
 VA, VAMV-TX1,Hunter Holmes McGuire Veterans Administration Medical Center, VAMV-TX1 Hunter Holmes McGuire Veterans Administration Medical Center,"1201 Broad Rock Blvd, Richmond, VA 23249",http://www.richmond.va.gov/,"37.4963453,-77.46564277453633"
 VA, VANG-TX1,Sentara Norfolk General Hospital, VANG-TX1 Sentara Norfolk General Hospital,"600 Gresham Dr, Norfolk, VA 23507",https://www.sentara.com/hampton-roads-virginia/hospitalslocations/locations/sentara-norfolk-general-hospital/directions-parking.aspx,"36.86246035,-76.30383383885481"
 VA, VARM-TX1,Carilion Roanoke Memorial Hospital, VARM-TX1 Carilion Roanoke Memorial Hospital,"1906 Belleview Ave SE, Roanoke, VA 24014",https://www.carilionclinic.org/locations/carilion-roanoke-memorial-hospital?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,"37.25197809838547,-79.94165570672422"
 VA, VAUV-TX1,University of Virginia Health Sciences Center, VAUV-TX1 University of Virginia Health Sciences Center,"1215 Lee St, Charlottesville, VA 22903",https://uvahealth.com/locations/profile/university-hospital?utm_source=yext&utm_medium=GMB&y_source=1_MTY4NDQxMDEtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,"38.0325931,-78.5004716"
 VT, VTMC-TX1,The University of Vermont Medical Center, VTMC-TX1 The University of Vermont Medical Center,"111 Colchester Ave, Burlington, VT 05401",https://www.uvmhealth.org/medcenter/Pages/default.aspx?utm_source=networkhomepage&utm_medium=greenbox&utm_campaign=medcenter?utm_source=google&utm_medium=yext&utm_campaign=website_field&utm_term=UVM_Medical_Center&utm_content=Burlington,"44.47849285,-73.19291916790445"
 WA, WACH-TX1,Seattle Children's Hospital, WACH-TX1 Seattle Children's Hospital,"5801 Sand Point Way NE, Seattle, WA 98105",https://www.seattlechildrens.org/,"47.67109055,-122.27044997815051"
 WA, WASH-TX1,Providence Sacred Heart Medical Center & Children's Hospital, WASH-TX1 Providence Sacred Heart Medical Center & Children's Hospital,"101 W 8th Ave, Spokane, WA 99204",https://www.providence.org/locations/wa/sacred-heart-childrens-hospital?y_source=1_OTU3Njk1Mi03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D#llaid=6447,"47.648322449999995,-117.41262361248272"
 WA, WASM-TX1,Swedish Medical Center, WASM-TX1 Swedish Medical Center,"5300 Tallman Ave NW, Seattle, WA 98107",https://www.swedish.org/locations/ballard-campus?y_source=1_OTU3Njg3MS03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU=#llaid=6597,"47.66758725,-122.38007941737797"
 WA, WAUW-TX1,University of Washington Medical Center, WAUW-TX1 University of Washington Medical Center,"Main Hospital, 1550 N 115th St, Seattle, WA 98133",https://www.uwmedicine.org/locations/northwest-hospital?utm_source=gmb&utm_medium=organic&utm_campaign=website_clicks,"47.7145809,-122.33616216546451"
 WA, WAVM-TX1,Virginia Mason Medical Center, WAVM-TX1 Virginia Mason Medical Center,"1100 9th Ave, Seattle, WA 98101",https://www.virginiamason.org/seattle,"47.610168099999996,-122.32788525305163"
 WI, WICH-TX1,Children's Hospital of Wisconsin, WICH-TX1 Children's Hospital of Wisconsin,"8915 W Connell Ct, Milwaukee, WI 53226",https://childrenswi.org/location-directory/locations/hospitals/milwaukee-hospital,"43.0422237,-88.02351578657195"
 WI, WIMC-TX1,John L Doyne Hospital and Zalocki Veterans Administration Medical Center, WIMC-TX1 John L Doyne Hospital and Zalocki Veterans Administration Medical Center,"5000 W National Ave, Milwaukee, WI 53295",https://www.milwaukee.va.gov/,"43.0242008,-87.9762224"
 WI, WISE-TX1,Froedtert Memorial Lutheran Hospital, WISE-TX1 Froedtert Memorial Lutheran Hospital,"900 N 92nd St, Milwaukee, WI 53226",https://www.froedtert.com/locations/hospital/froedtert-hospital,"43.04432504934584,-88.02612890684792"
 WI, WISL-TX1,Aurora St. Luke's Medical Center, WISL-TX1 Aurora St. Luke's Medical Center,"2900 W Oklahoma Ave, Milwaukee, WI 53215",https://care.aurorahealthcare.org/locations/aurora-st-luke%27s-medical-center-milwaukee,"42.989985700000005,-87.95043041617842"
 WI, WIUW-TX1,University of Wisconsin Hospital and Clinics, WIUW-TX1 University of Wisconsin Hospital and Clinics,"600 Highland Ave, Madison, WI 53792",https://www.uwhealth.org/findadoctor/location/170,"43.0763751,-89.43200488089545"
 WV, WVCA-TX1,Charleston Area Medical Center, WVCA-TX1 Charleston Area Medical Center,"800 Pennsylvania Ave, Charleston, WV 25302",http://www.camc.org/,"38.359296900000004,-81.63744720797257"
 WV, WVWU-TX1,West Virginia University Hospitals Inc., WVWU-TX1 West Virginia University Hospitals Inc.,"3110 MacCorkle Ave SE, Charleston, WV 25304",http://www.wvu.edu/,"38.328595525044754,-81.60443303308448"
